trial,signal_type,precision,raw_sqnr_db,aligned_sqnr_db,alpha_real,alpha_imag
0,multitone,fp16,55.688772054676676,55.832654522464075,1.0002637905230676,-0.00013564027148462292
1,multitone,fp16,56.74840741240452,56.749946612710886,0.9999966833923035,-2.7169628763055758e-05
2,multitone,fp16,56.627035122009,56.643142708611705,1.0000417939901716,-7.939062297422566e-05
3,multitone,fp16,56.08199589846569,56.20123075653464,1.000229799686375,-0.00011822020570777169
4,multitone,fp16,55.80430183483122,55.83341476319081,1.0000932024592735,-9.419265375980613e-05
5,multitone,fp16,56.41753658654647,56.418772004698155,0.999983574766448,-1.9471680731908136e-05
6,multitone,fp16,56.03513875439704,56.05328472244682,1.0000094374789743,-0.00010148982858390608
7,multitone,fp16,55.43257992473571,55.43519494324626,0.9999645345731705,-2.156736991136132e-05
8,multitone,fp16,55.94100643765436,56.00301744255377,1.0001891290964138,1.84999519588076e-05
9,multitone,fp16,56.02221052690746,56.15526778808877,1.0002522724495992,-0.00010863405299173062
10,multitone,fp16,55.86416439806899,56.13304999874931,1.0003263561542242,-0.00022178204382360117
11,multitone,fp16,56.27458546759901,56.296391782178176,1.0000714048417787,-8.193322706221215e-05
12,multitone,fp16,56.330282856454595,56.46984400000803,0.999875824421509,-0.00024120895657318655
13,multitone,fp16,56.47424794309779,56.67523690991817,1.000198682395723,-0.00024982791259915905
14,multitone,fp16,57.34198049936175,57.42534917058542,1.0001587872194784,-9.930559200383586e-05
15,multitone,fp16,57.42110737085866,57.51451945097186,0.9999677712843916,-0.00019363120607691634
16,multitone,fp16,56.691547601621565,56.7680939827397,0.9999591481895719,-0.00018908551419890567
17,multitone,fp16,57.724311522886964,57.79160256752391,0.9998698621692403,-9.498435999900321e-05
18,multitone,fp16,55.61470492540104,55.62960070769209,0.999957156826983,8.696148367625097e-05
19,multitone,fp16,58.55658568409829,58.56487993081644,1.0000009453405814,-5.156885222940055e-05
20,multitone,fp16,55.966004352207996,55.98731780015911,0.9999155873315869,-7.256871834341358e-05
21,multitone,fp16,56.52842104084925,56.55483932340991,1.00000034382408,-0.00011613889500506781
22,multitone,fp16,56.41066721521199,56.413764497200816,1.0000387025856523,-1.1464790174240512e-05
23,multitone,fp16,55.83763094064989,56.013570238541384,0.999844909589659,-0.00028185248680058
24,multitone,fp16,56.6530477298503,56.68856487842862,0.9999238998713762,-0.00010866751890096271
25,multitone,fp16,57.418323990279106,57.56616163790686,1.0002112002974237,-0.00012674974844126746
26,multitone,fp16,56.53486109476849,56.58235219235988,1.000049231522364,-0.0001474164008484665
27,multitone,fp16,55.66772785463267,55.692674258275545,1.0000915928090095,-8.452699464989767e-05
28,multitone,fp16,57.21083058125882,57.44842372347192,1.0002036663762914,-0.00024444266942636643
29,multitone,fp16,55.99552792351847,56.00912388540063,1.000083484685541,-2.985144037272697e-05
30,multitone,fp16,56.964498037585976,56.99269831580469,0.9999646914767966,-0.00010850062787834382
31,multitone,fp16,55.68153103546156,55.77366292507014,1.0001280927833824,-0.0002008604975206429
32,multitone,fp16,55.95862941510444,56.02478186448109,1.0001943838534961,-2.376760728046417e-05
33,multitone,fp16,55.99918366933336,56.031202006518384,1.000086081501841,-0.0001051067955139026
34,multitone,fp16,57.38377628552534,57.38608399133453,1.000000514601036,-3.1145328050780924e-05
35,multitone,fp16,56.2655498578595,56.38349623028535,1.000251473189877,-1.0080796646114377e-05
36,multitone,fp16,56.72353861026274,56.89230039171956,1.0002635552151404,-0.00010782551764144661
37,multitone,fp16,56.04747261350549,56.130634507109946,1.0001202854361821,-0.00018073953559632558
38,multitone,fp16,57.55471181190334,57.59947960014972,1.000128308613233,3.936867490053077e-05
39,multitone,fp16,56.023302119240974,56.139440946394046,1.0002567965126588,-4.1744244302663005e-06
40,multitone,fp16,55.96036690323044,56.04033616741045,1.0001939209739532,-9.307255954076719e-05
41,multitone,fp16,55.6830742770553,55.80598946489452,0.9998618464462706,-0.00023726548347098312
42,multitone,fp16,55.84996207808889,55.98339150931018,1.0001010605553933,-0.0002616758337858123
43,multitone,fp16,56.10972998783889,56.13136925175568,1.0000075951308296,-0.00011007133118540111
44,multitone,fp16,56.65764851388029,56.69209929919303,1.0000567966996705,-0.00011761856657153338
45,multitone,fp16,55.64897220005836,55.675999268134234,0.9999166617257975,-9.973612602078491e-05
46,multitone,fp16,56.514247599649,56.5372973045846,1.0000394083606432,-0.00010128878780835312
47,multitone,fp16,56.869848185709756,57.018389175443886,1.0002102665229247,-0.0001579492282629575
48,multitone,fp16,57.82496426171133,58.101244229264466,1.0003093231345166,-7.799941209025146e-05
49,multitone,fp16,57.32037442651493,57.47817104437581,0.9999762355625502,-0.0002560546381917731
50,multitone,fp16,56.483748688430175,56.522038846120225,0.9998646611097455,-3.7456546585584934e-05
51,multitone,fp16,56.22423682805385,56.32015636519651,0.9999648631255954,-0.0002255454842668899
52,multitone,fp16,55.58496134180967,55.66654389939177,1.0001943543633294,-0.00011696061408597451
53,multitone,fp16,56.108458004600735,56.24031031919705,1.000223992187699,-0.00015206247307739988
54,multitone,fp16,56.22648970351725,56.34532802723033,1.0002220836097973,-0.00012273741177357795
55,multitone,fp16,56.240781517822555,56.30682459215309,1.0000949771591374,-0.00016386246669411778
56,multitone,fp16,57.51701163807902,57.56335898004632,1.000027964168241,0.0001342458796871137
57,multitone,fp16,56.64778138748151,56.691205173710124,1.0001029520747513,-0.00010456080306508011
58,multitone,fp16,56.69358855355312,56.744244483437456,1.0001067357784135,-0.00011593829250492001
59,multitone,fp16,55.40967160137597,55.48641028564951,1.0001794556431725,-0.00013495936050062247
60,multitone,fp16,57.05885626650897,57.09255862167544,0.9998991825929537,-7.10564210155586e-05
61,multitone,fp16,57.894228836630646,57.924230425772485,0.999906702649879,-4.973363738364241e-05
62,multitone,fp16,56.655786848779826,56.697473891481216,1.0000106289512405,-0.0001432486556048189
63,multitone,fp16,56.2770687178871,56.396644735035856,0.9998725117884079,-0.0002184759570973155
64,multitone,fp16,55.684002251954105,55.82302719602558,1.0002747956986728,-9.820045508958971e-05
65,multitone,fp16,55.887263192542264,56.1887422867935,1.0003574377672653,-0.0002127164202106165
66,multitone,fp16,56.569722614070685,56.661414737406275,1.0000938308408922,-0.00019295091227839137
67,multitone,fp16,55.3360623409434,55.43448413052384,1.000151703822483,-0.0002063702588165973
68,multitone,fp16,57.419686038860995,57.519506337832176,0.9998439268535685,-0.00012957339448431022
69,multitone,fp16,57.820242153025205,57.846174719959855,1.0000899708740292,-4.1728552331974676e-05
70,multitone,fp16,58.11270177563565,58.17558022585055,0.9998819244632482,-9.083292737968867e-05
71,multitone,fp16,56.28716333856812,56.29901283925101,0.9999210024501427,1.28330414266013e-05
72,multitone,fp16,58.03538813389793,58.05634719617921,0.9999842997062969,-8.556649311824718e-05
73,multitone,fp16,55.85158828847917,55.89072522655239,1.0001468094298362,-4.209203023579691e-05
74,multitone,fp16,56.93625217621759,56.973982912796714,0.9999137459813146,-0.00010035872078643591
75,multitone,fp16,57.87626919082955,57.90142534657996,1.0000542135066706,-8.05003375625459e-05
76,multitone,fp16,56.817678929480564,56.84207070197118,0.9998924370326525,9.03593293314615e-06
77,multitone,fp16,57.69072889240296,57.80227238673425,1.0002062750255045,2.4951253653321314e-05
78,multitone,fp16,56.60846667332655,56.66804479888002,1.000035933950939,-0.00016870240392490393
79,multitone,fp16,56.2473528963826,56.32711594199348,0.9999686460371893,-0.0002054167903517706
80,multitone,fp16,55.79297243101756,55.909906548493595,1.000258989487632,-5.430734743912262e-05
81,multitone,fp16,56.328674224019196,56.35883523044587,0.9998808751992022,4.384723607967777e-05
82,multitone,fp16,56.26283814339938,56.394650118913404,0.9999120907628046,-0.0002508831484720289
83,multitone,fp16,56.1586871416469,56.2196570658424,0.9998325030158626,-7.546335966531449e-05
84,multitone,fp16,55.85305401426767,55.94542361161238,1.000217823258224,-8.518837482160507e-05
85,multitone,fp16,57.56889396584883,57.62019373844636,0.9998628649177271,4.17319964518516e-05
86,multitone,fp16,54.80345772735728,54.91617233789527,1.0002823607710518,-7.132672401600953e-05
87,multitone,fp16,57.535318180136265,57.986402166733185,1.0003561707829194,-0.00021743935403212275
88,multitone,fp16,56.24217599230463,56.49971260154668,1.0000681277009333,-0.00036353538557893104
89,multitone,fp16,57.62767608581733,57.68401705484852,1.0000383496269505,-0.00014417915769091244
90,multitone,fp16,57.538249288475754,57.544166051415395,1.0000468166967675,1.4430812806352176e-05
91,multitone,fp16,57.07292399423012,57.09406642403372,1.0000061978827086,-9.741743306350722e-05
92,multitone,fp16,56.46948605383048,56.49639848890624,0.9998866154991028,-3.2686260859594395e-05
93,multitone,fp16,56.82441575885984,56.869461857195844,1.0000079882032473,-0.00014619990152021497
94,multitone,fp16,55.36269005580892,55.36798814486306,1.0000527161898487,2.7710945622192906e-05
95,multitone,fp16,57.05170499448442,57.21471238001701,1.0002695756439928,-4.5464186710810395e-07
96,multitone,fp16,56.264645224896384,56.297911549772046,1.000131262903023,-2.844110955773799e-05
97,multitone,fp16,57.03487174496554,57.33584441216934,1.000361366007516,4.510475153306951e-05
98,multitone,fp16,56.341306621973224,56.39670681220797,1.000165480799804,-4.53712935483393e-05
99,multitone,fp16,56.20962097875029,56.365432526531336,0.9998672333189107,-0.0002582653276158199
100,multitone,fp16,56.66776060977314,56.701183597425384,0.9998808750785628,-4.814488672510317e-05
101,multitone,fp16,56.84154321329658,56.87255605801718,0.9999386507416407,-0.00010468726141759872
102,multitone,fp16,56.788706740418895,56.98333938899531,1.0003001844763058,-4.182577714333262e-05
103,multitone,fp16,58.44240634423219,58.559423818084035,1.000141062749972,-0.00013477765012335295
104,multitone,fp16,56.87790581834848,56.976174405619886,0.9998345497691699,-0.00013610334666175819
105,multitone,fp16,56.58379122560574,56.62264801733217,0.9999605013017583,-0.00013415680098962014
106,multitone,fp16,57.31199903201572,57.35373423044534,1.0000396236784983,-0.00012724387790073312
107,multitone,fp16,56.44750366383228,56.4507283616917,1.0000327185186573,-2.472822529676675e-05
