trial,raw_sqnr_db,aligned_sqnr_db,alpha_real,alpha_imag
0,59.78336781523775,59.820553790087146,1.0000712187407084,-6.237849923490041e-05
1,59.76653083378169,59.84256622700037,1.0001271109509764,-4.6491265784704134e-05
2,59.572926747732836,59.58821480865105,1.000050527692793,-3.639349077010399e-05
3,60.02795293778317,60.049561609664266,1.0000614839484259,-3.393693497726082e-05
4,59.757223255270084,59.79730891266189,1.0000977813262764,-1.2511850679531378e-05
5,59.81482127008807,59.841386299873605,1.00004341325983,-6.693014806737025e-05
6,59.768494067527946,59.7861749765019,1.0000269153696595,-5.967542406049062e-05
7,59.89754470708503,59.92081207472836,1.0000703012787784,-2.3005201229659865e-05
8,59.956425469463845,59.95973544246369,1.000027740495618,2.2356233569063061e-07
9,59.7307807655526,59.74705588334189,1.0000408373797554,-4.808657389795228e-05
10,59.921185807234124,59.92835355316992,1.0000022715397034,-4.091604463759099e-05
11,60.013747549184814,60.02552451322743,1.000038840976379,-3.451238685897362e-05
12,59.76835798571482,59.78078212156341,1.0000330673109497,-4.3817063238801136e-05
13,59.86920918021524,59.891184874942766,1.0000534029885921,-4.8479965085025676e-05
14,59.73655227790398,59.763702648404546,1.0000638217382962,-5.049246558456653e-05
15,59.743813631918016,59.751105560626726,1.000007949861505,-4.142931421386199e-05
16,59.82788898582684,59.87257158495702,1.0000919497102085,-4.687017335222698e-05
17,59.739137224792,59.77959724276036,1.0000672730469313,-7.295706285407317e-05
18,59.485707457805205,59.52722031332314,1.000098557745769,-3.1584936690248424e-05
19,60.02012315800408,60.022179937951286,1.0000172057502301,-1.3238919920938591e-05
20,59.67867104153037,59.722394659453045,1.0000985255465185,-3.288386140844331e-05
21,59.56858690042361,59.58593524694501,1.0000365055955172,-5.541354036275308e-05
22,59.6870906685923,59.70421901283339,1.000039823928304,-5.142610816462147e-05
23,59.722973646600195,59.74963409533999,1.0000149405011258,-7.937300748168487e-05
24,59.70955154452647,59.71454021148009,1.000014843012124,-3.1735620963977456e-05
25,59.758028071488965,59.77147331414797,0.99999773016504,-5.712304769807451e-05
26,59.907192253060366,59.951336430877504,1.0000902289557738,-4.6820278650521645e-05
27,59.63579607545497,59.642031679602724,1.0000346756643406,-1.8920607982845633e-05
28,60.09507778874565,60.10531997666095,1.0000255157279971,-4.066485928511959e-05
29,59.633804052604305,59.65144308534101,1.0000594375246754,-2.9624418709972144e-05
30,59.66756742278609,59.70228733302306,1.0000602811374408,-7.04510802123379e-05
31,59.80940281638724,59.81686247675328,1.0000213132747782,-3.6592252025111736e-05
32,59.76475677288565,59.77629996981452,1.0000424691797278,-3.160292598972065e-05
33,59.8194208032629,59.83058537121561,1.0000287386477973,-4.3019602357764365e-05
34,59.97130417311007,59.99270278954944,1.0000639492267374,-2.9305506518349956e-05
35,59.61692123648984,59.62222106740882,1.0000055215191925,-3.60774065128156e-05
36,59.77482865048496,59.78677638914391,1.0000456821907628,-2.8405812927377842e-05
37,59.897549241198014,59.916448640162656,1.0000183468776966,-6.410542274592295e-05
38,59.81317755390667,59.83938202561952,1.0000404356793782,-6.815812525194377e-05
39,59.7582136524444,59.79047842810643,1.0000270899739558,-8.421425661509104e-05
40,59.912672535938036,59.95844476620939,1.0000319350015252,-9.837630256519909e-05
41,59.89535169795659,59.94006548461496,1.000086725289401,-5.452776961295373e-05
42,59.794328684854946,59.81661940658168,1.0000661517340612,-3.15027209592836e-05
43,59.88136531407185,59.90365103775883,1.000047914760603,-5.4449628482368544e-05
44,59.858841753259554,59.903366506517195,1.0000817689619315,-6.206746333274415e-05
