trial,signal_type,precision,raw_sqnr_db,aligned_sqnr_db,alpha_real,alpha_imag
0,uniform,fp16,59.40431924663565,59.450504000956876,0.9998966645089774,-3.811139662850686e-05
1,uniform,fp16,59.23421264977135,59.27740691889963,0.9998913638311607,7.352911245792512e-07
2,uniform,fp16,59.140436351478634,59.16104594261162,0.9999246012107326,-9.19954864446628e-06
3,uniform,fp16,59.262030136463494,59.29959528883421,0.999901768211372,-2.3580893228716765e-05
4,uniform,fp16,59.23930339950796,59.26556412859658,0.9999207019478124,-2.9887396421508504e-05
5,uniform,fp16,59.3071521088677,59.31468394909495,0.9999563294974791,1.1188666753120428e-05
6,uniform,fp16,59.449918907561354,59.46651937676148,0.9999373073257438,-1.9983864311670772e-05
7,uniform,fp16,59.22295696109437,59.28214852969893,0.9998765192365393,-3.062117855197887e-05
8,uniform,fp16,59.42349621957547,59.44805661239242,0.999926376545548,-3.191346293637199e-05
9,uniform,fp16,59.33790182073377,59.37112620209313,0.9999065678192053,-1.2036635489018655e-05
10,uniform,fp16,59.28724919744819,59.30568928492629,0.9999327755923167,-2.1745678013588086e-05
11,uniform,fp16,59.268236287712156,59.317343384494805,0.9998930471876508,-4.318982344038994e-05
12,uniform,fp16,59.234354923136394,59.30816774914297,0.9998661795226343,-4.677753923851251e-05
13,uniform,fp16,59.536073011899006,59.5588976625939,0.9999246609318262,-1.2485246366253665e-05
14,uniform,fp16,59.15229876090248,59.18688232282509,0.9999073285087273,-3.242437104244864e-05
15,uniform,fp16,59.401205747462704,59.44550160617002,0.9998928001785556,-1.2391631975198575e-05
16,uniform,fp16,59.20321303551059,59.251615513912625,0.9998863553294731,-1.992406965986966e-05
17,uniform,fp16,59.320173894870166,59.360542647298864,0.9999080151868548,-4.854692167940909e-05
18,uniform,fp16,59.23866375137103,59.30501727203567,0.9998661344472068,-1.1948709380382792e-05
19,uniform,fp16,59.44308034019903,59.48080857843135,0.9999173429738563,-5.4765607237138876e-05
20,uniform,fp16,59.40973834858636,59.467762754392545,0.9998798958985172,-2.7843396976533396e-05
21,uniform,fp16,59.28080075020428,59.306595868832304,0.9999198786741421,-2.3831962473537026e-05
22,uniform,fp16,59.348941750469,59.386618245164,0.9999119990395244,-4.784240186827699e-05
23,uniform,fp16,59.28715962632518,59.321991411063316,0.9999065937035438,-2.620434020853216e-05
24,uniform,fp16,59.26282161192337,59.304175703746516,0.9999004621269192,-3.6333863957942743e-05
25,uniform,fp16,59.13840160224534,59.211595400510426,0.9998595895929715,-2.5667119292245397e-05
26,uniform,fp16,59.20703059977185,59.26395902222505,0.9998750475995917,3.7988472889859137e-06
27,uniform,fp16,59.303786206155145,59.34970179174094,0.9998892962365902,-9.343918320459694e-06
28,uniform,fp16,59.60256061815113,59.638033713596,0.9999074854098758,-1.880667135013242e-05
29,uniform,fp16,59.12177382947709,59.18786763865014,0.9998693465400728,-3.759299658403959e-05
30,uniform,fp16,59.23100452893345,59.2488253440818,0.9999411324054298,-3.7713015009677654e-05
31,uniform,fp16,59.11854744792163,59.15680384448062,0.9999108081964768,-5.278836820703864e-05
32,uniform,fp16,59.502113849517464,59.53797047952402,0.9999041702300452,5.998867450170938e-06
33,uniform,fp16,59.42754935519442,59.48079424284407,0.9998836734610349,-1.915665309530965e-05
34,uniform,fp16,59.196065448403765,59.22264323718912,0.9999155521426485,-1.4459646441596226e-05
35,uniform,fp16,59.25793611994873,59.28347248963105,0.9999198619402588,-2.3063206800987816e-05
36,uniform,fp16,59.257778086118094,59.32999706814548,0.9998620597808023,-2.307112246708437e-05
37,uniform,fp16,59.29276484756032,59.34708939563283,0.9998820215753247,-2.658763280767788e-05
38,uniform,fp16,59.323155764586424,59.37547015791165,0.9998939551590686,-5.2387553957330865e-05
39,uniform,fp16,59.39033585680065,59.43862351046272,0.9998875766505738,-9.034858931858358e-06
40,uniform,fp16,59.196243886066064,59.21357256363688,0.9999310495545204,-6.073845126218109e-06
41,uniform,fp16,59.47840619001508,59.50587860548605,0.9999174607407794,-1.7221688274438318e-05
42,uniform,fp16,59.256671801946,59.28365385489252,0.9999162278930169,-1.8188022771000085e-05
43,uniform,fp16,59.37210962365147,59.39841806579051,0.9999191654189203,-2.1059918426793726e-05
44,uniform,fp16,59.1655222839986,59.18977422933488,0.9999195074641536,-1.6377723297293454e-05
45,uniform,fp16,59.10099029494148,59.1221149644113,0.9999331732559126,-3.875174491056039e-05
46,uniform,fp16,59.5213921992275,59.54783517777808,0.999917942581048,-6.550596857077826e-06
47,uniform,fp16,59.278197231286,59.326891737072,0.9998920160903327,-3.875994020287982e-05
48,uniform,fp16,59.37047501681291,59.38521550369306,0.9999413097446359,-2.1723377712895773e-05
49,uniform,fp16,59.22075071341198,59.25187755652293,0.9999119962493779,-2.826672445564878e-05
50,uniform,fp16,59.32498392904421,59.35392758574707,0.9999157004190103,-2.552671432995445e-05
51,uniform,fp16,59.42551409853114,59.47847793379459,0.9998871455139683,-3.3111395907222454e-05
52,uniform,fp16,59.21503223321039,59.258294286491676,0.9998925852965955,-1.8308986655501117e-05
53,uniform,fp16,59.323465578868515,59.35267838487355,0.9999141896844671,-2.166187183414943e-05
54,uniform,fp16,59.076953232184394,59.17277472365478,0.9998360205039053,-9.580771097385394e-06
55,uniform,fp16,59.1681934679901,59.180226640068156,0.9999559735320536,-3.758168620052806e-05
56,uniform,fp16,59.28529324339156,59.319509310182276,0.9999180049515832,-5.0266202508376905e-05
57,uniform,fp16,59.375634536780915,59.39436764796291,0.9999297151414966,5.384801452200154e-06
58,uniform,fp16,59.3808992841724,59.405928509267554,0.9999224146485959,-2.4628721971525816e-05
59,uniform,fp16,59.22924795924634,59.2646124145104,0.9999085775808719,-3.640035959731894e-05
60,uniform,fp16,59.359211752321876,59.38630055214817,0.9999194981853604,-2.692411486269132e-05
61,uniform,fp16,59.35236798741655,59.37340129554749,0.99994014344573,-4.499866256842467e-05
62,uniform,fp16,59.42936892178457,59.46152722544505,0.999911025215135,-2.2254742754719912e-05
63,uniform,fp16,59.030281220815084,59.079341499095925,0.9998851047522351,-2.8967189727412985e-05
64,uniform,fp16,59.201755442903035,59.24512426860734,0.9998933054592025,-2.3559055804571876e-05
65,uniform,fp16,59.501464280479574,59.52462549585641,0.999922791924183,-1.964312107663065e-06
66,uniform,fp16,59.27194867459009,59.32510762591932,0.9998844320769612,-3.2043893284101506e-05
67,uniform,fp16,59.28505067666763,59.330852539810195,0.9998892176524458,-9.62925292828712e-06
68,uniform,fp16,59.23616334299105,59.2795958370812,0.9999027570099922,-4.904964207036784e-05
69,uniform,fp16,59.40553071259934,59.41794328777775,0.9999436151337117,-9.647031060126357e-06
70,uniform,fp16,59.39164105107722,59.44934293023627,0.9998793913064191,-2.515888914783418e-05
71,uniform,fp16,59.1132405199211,59.172383102989734,0.9998748347517721,-3.0318534543623154e-05
72,uniform,fp16,59.23243584136014,59.25563177493031,0.9999212787926101,-1.2592669295232074e-05
73,uniform,fp16,59.455180488384045,59.478121480488184,0.9999285888671269,-2.9533065127219e-05
74,uniform,fp16,59.4920674679075,59.50741185626807,0.9999371370994603,3.5057267128590283e-06
75,uniform,fp16,59.32653910300881,59.37072948357841,0.9998913180972681,-2.727823929283403e-06
76,uniform,fp16,59.3299656037431,59.392007070626896,0.9998780314894777,-4.086377053510453e-05
77,uniform,fp16,59.525992771529786,59.54764950201912,0.9999342152086296,-3.492156450082508e-05
78,uniform,fp16,59.314601194119675,59.356799536444,0.9998997611568626,-3.56711182521956e-05
79,uniform,fp16,59.166694016791446,59.22950008092143,0.9998721199168841,-3.219832985959428e-05
80,uniform,fp16,59.26176756157432,59.27641850216127,0.9999442106185052,-2.964683456689319e-05
81,uniform,fp16,59.375077095505176,59.40352975548208,0.9999149372025515,-1.742699174752783e-05
82,uniform,fp16,59.259179950883734,59.297307616588206,0.9999005393688742,-2.1726744175551126e-05
83,uniform,fp16,59.23642783240807,59.26222285357451,0.9999192546176855,-2.322272625032668e-05
84,uniform,fp16,59.338158315564456,59.398143329958145,0.999891830071604,-6.535325788752349e-05
85,uniform,fp16,59.33601853030971,59.35260665690008,0.9999540056708883,-4.823021711432935e-05
86,uniform,fp16,59.097344003129244,59.128861073060655,0.999905825452923,5.5465473849703196e-06
87,uniform,fp16,58.97356665990824,59.006907619040696,0.9999110932138551,-4.219559190423049e-05
88,uniform,fp16,59.33349742052847,59.35740806411946,0.9999229290286181,-2.145456607563125e-05
89,uniform,fp16,59.31837563731462,59.38102102717359,0.9998723451529941,-2.1325155459322898e-05
90,uniform,fp16,59.28921231698333,59.32039966285804,0.9999099657270138,-1.7892072984289406e-05
91,uniform,fp16,59.269583666985916,59.277859096137526,0.9999541893233818,1.2390286637173859e-05
92,uniform,fp16,59.36682515894597,59.398242221353854,0.9999088289724726,5.0614488085576335e-06
