trial,signal_type,precision,raw_sqnr_db,aligned_sqnr_db,alpha_real,alpha_imag
0,normal,fp16,61.44630992898485,61.479750249725114,1.0000046450056026,-7.400147840783974e-05
1,normal,fp16,61.50064703568817,61.65116654728468,1.0001193798053394,-9.933069320265081e-05
2,normal,fp16,61.478545345815164,61.49522469869525,1.0000123591565149,-5.0739094237009794e-05
3,normal,fp16,61.19911847135781,61.26757989844869,0.9999124041958044,-6.474287092617227e-05
4,normal,fp16,61.364707370122005,61.41697328476642,1.0000671808456427,-6.49978696248316e-05
5,normal,fp16,61.57091968382702,61.57933866677957,0.9999910329440178,3.5614813905431294e-05
6,normal,fp16,62.084256530605316,62.10036321817438,1.0000429710574141,-2.1083350623277317e-05
7,normal,fp16,62.24383003374193,62.274196634526405,1.0000463676531395,-4.479700929580637e-05
8,normal,fp16,62.08948512729124,62.19834291056384,1.000103111408445,-6.834714983223453e-05
9,normal,fp16,61.504022632499954,61.530557732109926,1.0000261718932313,-6.0196193479193785e-05
10,normal,fp16,61.49031876275665,61.57117284525179,1.0001031466000634,4.950521359832993e-05
11,normal,fp16,61.87855358320425,61.89754816789653,1.0000001077760516,-5.321323621460089e-05
12,normal,fp16,61.71319136622576,61.794697905408206,1.0000110361481354,-0.00011140232871913388
13,normal,fp16,61.432482962952946,61.55313509156531,1.0001123172236552,-8.420258542116553e-05
14,normal,fp16,61.16030103445064,61.270744322363235,1.0001361398607913,-2.6341786933439795e-05
15,normal,fp16,61.532214081824776,61.61920685169608,0.9999733161761324,-0.00011499191669648014
16,normal,fp16,61.34720648742882,61.421803109202926,1.0001025625120996,-4.440056700786273e-05
17,normal,fp16,61.69671656478684,61.71882424009735,1.0000389661963351,-4.378748943464674e-05
18,normal,fp16,61.3449931913246,61.379396735235794,1.00002675980816,-7.122630282950096e-05
19,normal,fp16,61.56648278541245,61.58619894952429,1.0000129535191005,-5.468303370934737e-05
20,normal,fp16,61.90374914136563,61.92103486319479,0.9999493873060911,7.745717164717454e-07
21,normal,fp16,61.627539806403874,61.65798941966713,1.0000645412645361,-2.526165968013013e-05
22,normal,fp16,61.72446005503482,61.77949760638385,1.000022677473923,-8.917483998179198e-05
23,normal,fp16,61.14827699176766,61.17101088047664,1.0000575916397654,-2.6299192505507185e-05
24,normal,fp16,61.11582423171045,61.12358435597813,1.000008244961123,3.623245901076082e-05
25,normal,fp16,61.54040119472923,61.596710522107614,1.0000950005617366,-3.45473722092381e-06
26,normal,fp16,61.456314672360115,61.46739241170315,0.9999734230296331,-3.3395942611262436e-05
27,normal,fp16,61.22975263892967,61.301622264711995,0.9999232721048417,-8.047379666414476e-05
28,normal,fp16,61.44328306459738,61.45798077441623,0.9999824705480308,-4.5999002791228685e-05
29,normal,fp16,61.85953163173977,61.93022132788704,1.0000994745757747,-2.507354103565396e-05
30,normal,fp16,61.29064993703096,61.374254888623994,1.000069104871606,-9.690842460478654e-05
31,normal,fp16,61.10316048383581,61.19923978232123,1.0001165492045059,-5.8243491643870456e-05
32,normal,fp16,61.264240810125834,61.356221065138385,1.0000832660117447,-9.345119741162674e-05
33,normal,fp16,61.69919300462218,61.707042796485865,1.0000334715349877,-1.0043379700545118e-05
34,normal,fp16,61.29476923439338,61.315621592839136,1.000039987901909,-4.423069123097229e-05
35,normal,fp16,61.24983152554486,61.25754426283606,1.000035853754315,-6.725262274376851e-06
36,normal,fp16,60.898955130080935,60.90790706014439,0.9999859815903133,-3.8439162606030565e-05
37,normal,fp16,61.836507600817114,61.839892792070906,1.0000192075254557,-1.1898365301327028e-05
38,normal,fp16,60.94544340998995,61.007130629315455,1.0000746629882067,-7.597140041989321e-05
39,normal,fp16,61.35498435270528,61.39305332704567,1.0000610860897148,-5.15518235540208e-05
40,normal,fp16,60.769360201827034,60.794324946248764,0.9999841350877626,-6.744968251475893e-05
41,normal,fp16,61.334297762459364,61.36756158645522,1.0000744828796577,8.053585944553134e-06
42,normal,fp16,61.468683644415265,61.47592130995638,0.9999741055403165,-2.2732810014325442e-05
43,normal,fp16,61.88644408251497,61.912759968894775,1.0000305614791143,-5.4579447472413175e-05
44,normal,fp16,61.50829089069033,61.57970905935785,1.0000961523760608,-4.776647457877432e-05
45,normal,fp16,61.13799751636792,61.15654782505893,0.999962084178101,-4.291722103219032e-05
46,normal,fp16,62.01869704701479,62.059775053273405,1.0000222027652457,-7.363151226648715e-05
47,normal,fp16,62.0748344722587,62.13897861393633,1.0000607008061237,-7.354643113195962e-05
48,normal,fp16,61.34607147343965,61.34988611134528,0.9999956443173218,-2.500002115154459e-05
49,normal,fp16,61.20837907412798,61.210997562568295,1.0000172328188937,1.2625191860246966e-05
50,normal,fp16,61.749147454643804,61.83848759541763,1.0001105045111727,-3.7452818307806194e-05
51,normal,fp16,62.25869856909728,62.396494844228414,1.0001349097903673,-1.9237602088755608e-05
52,normal,fp16,61.119446015670775,61.12037482061669,0.9999890822449473,-6.786167800955275e-06
53,normal,fp16,60.98556507419491,61.011926656895625,1.0000652501096614,-2.3791004065276273e-05
54,normal,fp16,60.88775185879372,61.08370067108814,1.0001698537910342,-8.439295621582184e-05
55,normal,fp16,61.58272717760143,61.68204615953081,0.9999094386349201,-8.660318415430835e-05
56,normal,fp16,61.811068724845946,61.82299878528533,0.9999999107917982,-4.251837865238846e-05
57,normal,fp16,61.47708569535191,61.4873171654257,1.0000409243688082,1.4641358836035835e-07
58,normal,fp16,61.55545913821584,61.55880738047739,1.0000193878202668,-1.2759282731753936e-05
59,normal,fp16,61.52468211491352,61.53121342203481,0.999989362789501,-3.073549427318677e-05
