precision,signal_type,N,raw_sqnr_mean,raw_sqnr_std,raw_sqnr_min,raw_sqnr_max,aligned_sqnr_mean,aligned_sqnr_std,aligned_sqnr_min,aligned_sqnr_max,alignment_gain_db,n_trials
bf16,uniform,256,53.0691734558366,0.28730662009072705,52.46551747255871,53.7284933883745,53.09912908907546,0.286401078292218,52.47398898752305,53.779198672727276,0.0299556332388633,100
bf16,uniform,512,53.08718998216371,0.20315394570231354,52.54359264973083,53.54021067034077,53.099707745737824,0.20300880840707994,52.546761946254215,53.541507900115555,0.012517763574116714,100
bf16,uniform,1024,53.07716494599984,0.14184226328517896,52.626724472809265,53.41366495008372,53.083461575491064,0.1403177382519276,52.633721573453,53.4220159426171,0.006296629491224337,100
bf16,uniform,2048,53.08990709716169,0.09454770403067837,52.82964127446266,53.33440990543043,53.092991203026486,0.09443179718761813,52.83165597203876,53.33924012125766,0.0030841058647936848,100
bf16,uniform,4096,53.06542990466498,0.06992647576449117,52.89778029131256,53.25412337998506,53.06739880025365,0.06986498952014872,52.89802511050664,53.25489183059701,0.0019688955886678627,100
