N,standard_sqnr_mean,standard_sqnr_std,standard_sqnr_min,standard_sqnr_max,bfp_sqnr_mean,bfp_sqnr_std,bfp_sqnr_min,bfp_sqnr_max,bfp_improvement_db,n_trials
1024,57.102683653971724,0.16650883711161588,56.72568690872147,57.681940163844445,57.102878111963,0.16634560110210722,56.72568690872147,57.681940163844445,0.00019445799127737473,200
4096,53.443387059523374,0.08146950675538248,53.216836553829914,53.65623816303589,53.44340650780609,0.0815692221640863,53.216836553829914,53.65689847347205,1.9448282714051857e-05,200
