config,signal,sqnr_mean,sqnr_std,trials
per-stage,uniform,21.167543846759404,0.15676364723167932,100
per-stage,normal,21.452937105372584,0.13931029298557615,100
per-stage,multitone,22.44973626367325,0.5715856346489087,100
per-group-4,uniform,21.167543842856116,0.15676363358970152,100
per-group-4,normal,21.452937121230878,0.13931029327179337,100
per-group-4,multitone,22.449729070696208,0.5715786091587489,100
per-group-8,uniform,21.16754385545529,0.15676363315165917,100
per-group-8,normal,21.452937121230878,0.13931029327179337,100
per-group-8,multitone,22.449732990413704,0.5715792496075964,100
